date,ndt_server,upload_throughput,download_throughput
2015-04-11T15:14:33-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,9.2,65.67
2015-04-11T15:14:56-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,9.77,53.28
2015-04-11T15:15:22-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.57,68.61
2015-04-11T15:15:46-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,7.6,35.92
2015-04-11T21:16:14-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.61,57.13
2015-04-11T21:16:38-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.68,70.76
2015-04-11T21:17:02-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,3.83,54.39
2015-04-11T21:17:25-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.69,65.17
2015-04-11T21:17:49-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.57,47.48
2015-04-12T03:18:16-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.59,28.38
2015-04-12T03:18:39-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.64,57.86
2015-04-12T03:19:03-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.64,58.92
2015-04-12T03:19:26-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.61,26.23
2015-04-12T03:19:50-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.56,33.78
2015-04-12T13:20:18-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.51,56.17
2015-04-12T13:20:42-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.48,49.27
2015-04-12T13:21:06-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,7.8,48.36
2015-04-12T13:21:30-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.34,32.13
2015-04-12T13:21:54-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.47,59.09
2015-04-12T22:22:19-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.54,41.46
2015-04-12T22:22:44-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,9.76,1.38
2015-04-12T22:23:07-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.55,69.18
2015-04-12T22:23:32-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,2.97,16.87
2015-04-12T22:23:55-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.48,52.97
2015-04-13T07:24:21-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.69,56.39
2015-04-13T07:24:45-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.6,92.39
2015-04-13T07:25:09-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.61,45.86
2015-04-13T07:25:33-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.52,25.56
2015-04-13T07:25:57-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.66,58.88
2015-04-13T15:26:26-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,9.73,15.07
2015-04-13T15:26:50-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.45,44.26
2015-04-13T15:27:16-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,9.76,28.29
2015-04-13T15:27:39-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.63,58.97
2015-04-13T15:28:05-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.64,62.58
2015-04-13T22:28:34-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.37,18.47
2015-04-13T22:28:58-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.62,60.02
2015-04-13T22:29:22-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.56,33.18
2015-04-13T22:29:48-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.46,55.01
2015-04-13T22:30:12-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.31,15.71
2015-04-14T04:30:40-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.29,17.07
2015-04-14T04:31:04-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.12,47.15
2015-04-14T04:31:27-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,7.08,58.36
2015-04-14T04:31:51-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.21,25.74
2015-04-14T04:32:15-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,9.03,46.57
2015-04-14T14:32:40-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.18,62.32
2015-04-14T14:33:04-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,9.37,41.23
2015-04-14T14:33:28-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,5.84,26.44
2015-04-14T14:33:52-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.65,87.68
2015-04-14T14:34:16-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.12,19.11
2015-04-15T00:34:46-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.64,47.46
2015-04-15T00:35:11-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.45,19.76
2015-04-15T00:35:40-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,3.83,6.16
2015-04-15T00:36:03-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.49,42.44
2015-04-15T00:36:27-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.66,32.73
2015-04-15T06:36:55-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.65,50.77
2015-04-15T06:37:19-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.58,34.26
2015-04-15T06:37:43-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.66,91.69
2015-04-15T06:38:07-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.64,62.83
2015-04-15T06:38:34-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.59,35.19
2015-04-15T15:39:07-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.6,24.17
2015-04-15T15:39:33-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,5.4,5.88
2015-04-15T15:39:57-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.65,48.32
2015-04-15T15:40:20-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.64,65.66
2015-04-15T15:40:44-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.6,59.08
2015-04-15T22:41:10-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.7,55.16
2015-04-15T22:41:34-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.67,46.45
2015-04-15T22:41:57-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.6,32.48
2015-04-15T22:42:52-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.66,46.83
2015-04-16T08:43:19-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.0,30.09
2015-04-16T08:43:46-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,9.79,39.06
2015-04-16T08:44:11-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,9.9,16.81
2015-04-16T08:44:34-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,9.78,63.7
2015-04-16T08:44:58-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.11,36.93
2015-04-16T15:45:27-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.55,31.14
2015-04-16T15:45:51-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.67,59.14
2015-04-16T15:46:16-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,1.04,21.98
2015-04-16T15:46:39-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.62,34.67
2015-04-16T15:47:04-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.63,87.73
2015-04-16T22:47:32-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.53,30.0
2015-04-16T22:47:56-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.64,23.01
2015-04-16T22:48:22-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.58,9.14
2015-04-16T22:48:45-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.63,61.33
2015-04-16T22:49:09-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.7,66.69
2015-04-17T06:49:38-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,9.58,59.08
2015-04-17T06:50:02-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,4.63,26.65
2015-04-17T06:50:30-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,9.81,50.37
2015-04-17T06:50:56-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,8.49,91.04
2015-04-17T06:51:23-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.43,32.5
2015-04-17T15:51:50-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,9.54,17.41
2015-04-17T15:52:14-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,9.14,10.96
2015-04-17T15:52:37-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.28,38.21
2015-04-17T15:53:01-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.35,58.86
2015-04-17T15:53:25-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.04,47.63
2015-04-18T00:53:59-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,4.42,9.25
2015-04-18T00:54:24-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.58,41.67
2015-04-18T00:54:51-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.71,60.42
2015-04-18T00:55:15-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.69,63.13
2015-04-18T00:55:39-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.68,58.15
2015-04-18T09:56:07-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.67,65.52
2015-04-18T09:56:30-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.67,59.85
2015-04-18T09:56:57-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.63,65.01
2015-04-18T09:57:21-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.55,22.98
2015-04-18T09:57:46-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.69,85.5
2015-04-18T15:58:14-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,9.09,9.88
2015-04-18T15:58:39-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,9.12,19.72
2015-04-18T15:59:02-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.66,76.5
2015-04-18T15:59:28-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.59,45.03
2015-04-18T15:59:52-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,6.98,51.29
2015-04-19T02:00:21-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,6.41,21.68
2015-04-19T02:00:46-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.57,18.41
2015-04-19T02:01:10-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.67,79.7
2015-04-19T02:01:33-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.69,59.37
2015-04-19T02:01:57-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.69,68.71
2015-04-19T12:02:24-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.21,38.33
2015-04-19T12:02:47-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.44,53.43
2015-04-19T12:03:10-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.43,61.36
2015-04-19T12:03:41-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.29,8.51
2015-04-19T12:04:05-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.59,24.48
2015-04-19T21:04:33-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,8.8,55.8
2015-04-19T21:04:59-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,9.57,11.64
2015-04-19T21:05:24-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.57,59.83
2015-04-19T21:05:50-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.48,13.81
2015-04-19T21:06:14-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.35,2.59
2015-04-20T03:07:08-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.43,22.05
2015-04-20T03:07:32-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.19,43.02
2015-04-20T03:07:55-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.09,62.29
2015-04-20T03:08:20-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.15,67.3
2015-04-20T03:08:44-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.39,45.3
2015-04-20T13:09:13-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.52,43.71
2015-04-20T13:09:39-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,7.05,8.45
2015-04-20T13:10:06-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.4,29.0
2015-04-20T13:10:29-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.36,55.08
2015-04-20T13:10:53-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.45,85.43
2015-04-20T22:11:18-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.59,56.39
2015-04-20T22:11:42-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.65,16.77
2015-04-20T22:12:08-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.7,58.01
2015-04-20T22:12:32-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.52,17.89
2015-04-20T22:12:58-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.5,6.2
2015-04-21T07:13:29-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.64,34.19
2015-04-21T07:13:53-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.73,60.84
2015-04-21T07:14:17-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.71,52.11
2015-04-21T07:14:41-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.53,31.2
2015-04-21T07:15:07-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.74,61.61
2015-04-21T14:15:36-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.52,8.45
2015-04-21T14:16:03-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.68,17.91
2015-04-21T14:16:29-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.73,41.36
2015-04-21T14:16:54-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.72,55.81
2015-04-21T14:17:18-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.71,42.36
2015-04-21T23:17:45-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.65,32.96
2015-04-21T23:18:08-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,9.76,11.7
2015-04-21T23:18:34-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.64,4.25
2015-04-21T23:18:57-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.72,62.11
2015-04-21T23:19:21-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.69,39.8
2015-04-22T09:19:48-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.7,91.42
2015-04-22T09:20:12-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.61,34.78
2015-04-22T09:20:36-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.72,46.12
2015-04-22T09:21:00-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.54,24.32
2015-04-22T09:21:24-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.73,56.42
2015-04-22T18:21:50-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.72,54.97
2015-04-22T18:22:17-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.62,5.25
2015-04-22T18:22:42-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.58,31.92
2015-04-22T18:23:05-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.69,54.91
2015-04-22T18:23:30-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.73,57.0
2015-04-23T04:23:59-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.7,72.76
2015-04-23T04:24:25-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.68,37.15
2015-04-23T04:24:50-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.62,61.16
2015-04-23T04:25:14-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.35,56.19
2015-04-23T04:25:38-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,10.54,25.5
2015-04-23T11:26:06-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,10.46,64.83
2015-04-23T11:26:30-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.53,36.94
2015-04-23T11:26:54-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.58,69.35
2015-04-23T11:27:20-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.55,87.24
2015-04-23T11:27:45-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.51,56.23
2015-04-23T21:28:12-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.65,53.36
2015-04-23T21:28:36-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.57,17.95
2015-04-23T21:29:00-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.67,64.41
2015-04-23T21:29:23-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.67,48.46
2015-04-23T21:29:48-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,9.79,2.32
2015-04-24T04:30:16-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,8.6,51.52
2015-04-24T04:30:40-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,9.03,61.08
2015-04-24T04:31:04-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,9.53,22.98
2015-04-24T04:31:29-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,8.67,13.99
2015-04-24T04:31:52-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,8.98,58.06
2015-04-24T10:32:21-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,9.43,15.94
2015-04-24T10:32:45-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.63,44.59
2015-04-24T10:33:09-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.57,56.8
2015-04-24T10:33:33-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.68,52.36
2015-04-24T10:33:56-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.69,57.3
2015-04-24T19:34:26-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,9.35,24.64
2015-04-24T19:34:49-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,9.54,68.54
2015-04-24T19:35:13-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,9.15,44.16
2015-04-24T19:35:36-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,9.99,65.7
2015-04-24T19:36:01-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,9.43,4.01
2015-04-25T01:36:30-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.26,37.89
2015-04-25T01:36:57-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,8.63,52.71
2015-04-25T01:37:21-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,6.88,61.03
2015-04-25T01:37:46-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,9.02,9.49
2015-04-25T01:38:11-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,6.79,19.0
2015-04-25T07:38:38-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.62,20.31
2015-04-25T07:39:02-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.59,45.26
2015-04-25T07:39:25-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.7,63.28
2015-04-25T07:39:52-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.68,50.3
2015-04-25T07:40:15-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,9.27,70.16
2015-04-25T14:40:48-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,7.03,11.66
2015-04-25T14:41:12-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.58,62.08
2015-04-25T14:41:36-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.61,28.56
2015-04-25T14:42:01-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.29,59.96
2015-04-25T14:42:27-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,10.6,17.61
2015-04-26T00:42:55-0400,ndt.iupui.mlab2.lga02.measurement-lab.org,9.91,91.6
2015-04-26T00:43:19-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,9.93,59.81
2015-04-26T00:43:43-0400,ndt.iupui.mlab1.lga04.measurement-lab.org,9.46,41.4
2015-04-26T00:44:07-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.12,62.71
2015-04-26T00:44:32-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,9.49,50.15
2015-04-26T09:45:00-0400,ndt.iupui.mlab3.lga01.measurement-lab.org,10.6,29.15
2015-04-26T09:45:25-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.64,41.51
2015-04-26T09:45:48-0400,ndt.iupui.mlab2.lga06.measurement-lab.org,10.67,64.56
2015-04-26T09:46:15-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,10.56,17.22
2015-04-26T09:46:41-0400,ndt.iupui.mlab3.lga05.measurement-lab.org,10.67,47.91
2015-04-26T19:47:13-0400,ndt.iupui.mlab1.lga02.measurement-lab.org,10.68,41.9
2015-04-26T19:47:39-0400,ndt.iupui.mlab3.lga06.measurement-lab.org,10.69,54.77
2015-04-26T19:48:03-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.73,39.06
2015-04-26T19:48:27-0400,ndt.iupui.mlab2.lga01.measurement-lab.org,10.48,23.72
2015-04-26T19:48:52-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,7.16,2.31
2015-04-27T03:49:19-0400,ndt.iupui.mlab3.lga02.measurement-lab.org,10.67,31.5
2015-04-27T03:49:43-0400,ndt.iupui.mlab1.lga06.measurement-lab.org,10.7,64.92
2015-04-27T03:50:06-0400,ndt.iupui.mlab3.lga04.measurement-lab.org,9.22,35.53
2015-04-27T03:50:32-0400,ndt.iupui.mlab1.lga05.measurement-lab.org,10.68,62.57
2015-04-27T03:50:59-0400,ndt.iupui.mlab1.lga01.measurement-lab.org,10.61,35.57
2015-04-27T19:07:08-0400,ndt.iupui.mlab2.lga05.measurement-lab.org,10.68,59.0
2015-04-27T19:07:32-0400,ndt.iupui.mlab2.lga04.measurement-lab.org,7.5,5.32
